latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
23.08442,-81.27225,334.08,0.44,0.46,2026-03-04,1813,N20,nominal,2.0NRT,296.62,2.88,D
22.9059,-82.36285,328.26,0.52,0.5,2026-03-04,1813,N20,nominal,2.0NRT,294.59,4.49,D
23.13865,-81.71507,340.39,0.47,0.48,2026-03-04,1813,N20,nominal,2.0NRT,294.68,8.71,D
23.06624,-82.15349,328.1,0.5,0.49,2026-03-04,1813,N20,nominal,2.0NRT,293.05,4.17,D
23.06926,-82.15208,329.94,0.5,0.49,2026-03-04,1813,N20,nominal,2.0NRT,292.72,2.77,D
46.57637,-80.79106,336.29,0.39,0.36,2026-03-04,1817,N20,nominal,2.0NRT,279.87,13.73,D
45.3922,-91.64498,346.14,0.51,0.49,2026-03-04,1817,N20,nominal,2.0NRT,281.26,8.54,D
47.44795,-91.70985,338.49,0.45,0.47,2026-03-04,1817,N20,nominal,2.0NRT,273.49,6.88,D
47.44659,-91.71555,334.72,0.45,0.47,2026-03-04,1817,N20,nominal,2.0NRT,274.98,6.75,D
47.4462,-91.70989,338.46,0.45,0.47,2026-03-04,1817,N20,nominal,2.0NRT,274.53,6.05,D
47.4448,-91.7156,325.14,0.45,0.47,2026-03-04,1817,N20,nominal,2.0NRT,273.06,6.05,D
25.75037,-108.61095,335.71,0.52,0.5,2026-03-04,1953,N20,nominal,2.0NRT,308.46,4.29,D
28.23623,-97.18336,334.19,0.51,0.41,2026-03-04,1953,N20,nominal,2.0NRT,299.78,8.17,D
26.82629,-108.54273,343.43,0.49,0.48,2026-03-04,1953,N20,low,2.0NRT,313.5,10.08,D
26.82554,-108.54498,347.32,0.49,0.48,2026-03-04,1953,N20,nominal,2.0NRT,318.16,23.03,D
28.10526,-105.3634,339.86,0.47,0.4,2026-03-04,1953,N20,low,2.0NRT,314.63,25.29,D
29.75813,-93.86687,335.67,0.54,0.51,2026-03-04,1953,N20,nominal,2.0NRT,294.28,7.41,D
29.75759,-93.87254,340.59,0.54,0.51,2026-03-04,1953,N20,nominal,2.0NRT,295.78,9.94,D
27.78896,-107.52483,346.42,0.41,0.45,2026-03-04,1953,N20,nominal,2.0NRT,309.48,13.44,D
29.92343,-92.22575,340.76,0.34,0.56,2026-03-04,1953,N20,nominal,2.0NRT,295.49,4.12,D
30.60721,-88.72884,327.77,0.57,0.69,2026-03-04,1953,N20,nominal,2.0NRT,288.12,10.33,D
30.60691,-88.73477,346.82,0.57,0.69,2026-03-04,1953,N20,nominal,2.0NRT,288.62,12.92,D
28.38875,-107.25977,337.41,0.39,0.44,2026-03-04,1953,N20,low,2.0NRT,309.78,0.93,D
28.65803,-106.02853,338.01,0.5,0.41,2026-03-04,1953,N20,nominal,2.0NRT,312.83,3.41,D
30.77427,-89.05531,327.46,0.54,0.68,2026-03-04,1953,N20,nominal,2.0NRT,284.32,2.71,D
30.2833,-95.75332,334.71,0.43,0.46,2026-03-04,1953,N20,nominal,2.0NRT,291.6,2.6,D
28.64743,-107.01318,347.42,0.56,0.43,2026-03-04,1953,N20,nominal,2.0NRT,313.49,7.59,D
30.41741,-94.82047,344.49,0.49,0.48,2026-03-04,1953,N20,nominal,2.0NRT,296.6,16.09,D
30.4169,-94.82556,355.52,0.49,0.48,2026-03-04,1953,N20,nominal,2.0NRT,298.07,16.09,D
31.08584,-86.70165,353.71,0.75,0.77,2026-03-04,1953,N20,nominal,2.0NRT,290.46,16.1,D
29.01421,-106.27267,341.03,0.5,0.41,2026-03-04,1953,N20,nominal,2.0NRT,310.97,4.44,D
31.14666,-87.82471,330.51,0.65,0.73,2026-03-04,1953,N20,nominal,2.0NRT,292.64,6.01,D
31.14607,-87.98235,327.09,0.63,0.72,2026-03-04,1953,N20,nominal,2.0NRT,294.89,7.45,D
31.14276,-87.82054,338.27,0.65,0.73,2026-03-04,1953,N20,nominal,2.0NRT,291.66,6.59,D
31.05062,-92.37045,351.36,0.35,0.56,2026-03-04,1953,N20,nominal,2.0NRT,297.15,7,D
31.35272,-87.55653,348.56,0.67,0.74,2026-03-04,1953,N20,nominal,2.0NRT,293.99,8.34,D
31.35243,-87.56337,334.75,0.67,0.74,2026-03-04,1953,N20,nominal,2.0NRT,295.19,8.34,D
29.09403,-107.09776,337.73,0.55,0.43,2026-03-04,1953,N20,low,2.0NRT,312.6,5.52,D
29.09298,-107.10326,341.07,0.55,0.43,2026-03-04,1953,N20,nominal,2.0NRT,314.8,5.52,D
29.0948,-107.09958,346.5,0.55,0.43,2026-03-04,1953,N20,nominal,2.0NRT,312.58,8.24,D
31.35374,-87.55605,337.63,0.67,0.74,2026-03-04,1953,N20,nominal,2.0NRT,294.28,11.17,D
31.35349,-87.56285,344.27,0.67,0.74,2026-03-04,1953,N20,nominal,2.0NRT,295.79,12.49,D
29.25703,-106.75376,339.48,0.53,0.42,2026-03-04,1953,N20,nominal,2.0NRT,314.47,6.26,D
31.50523,-87.18422,327.83,0.71,0.75,2026-03-04,1953,N20,nominal,2.0NRT,291.27,4.4,D
31.46627,-88.89764,356.35,0.56,0.69,2026-03-04,1953,N20,nominal,2.0NRT,294.67,19.45,D
31.46597,-88.90372,352.62,0.56,0.69,2026-03-04,1953,N20,nominal,2.0NRT,294.66,19.45,D
31.46658,-88.89159,356.39,0.56,0.69,2026-03-04,1953,N20,low,2.0NRT,291.37,17.34,D
31.47297,-88.89194,341.5,0.56,0.69,2026-03-04,1953,N20,nominal,2.0NRT,290.78,17.34,D
31.47266,-88.89802,345.91,0.56,0.69,2026-03-04,1953,N20,nominal,2.0NRT,291.59,19.45,D
31.47236,-88.90417,334.48,0.56,0.69,2026-03-04,1953,N20,nominal,2.0NRT,290.64,19.45,D
31.47967,-88.88625,336.1,0.56,0.69,2026-03-04,1953,N20,nominal,2.0NRT,290.41,5.05,D
31.27618,-92.19067,339.9,0.36,0.57,2026-03-04,1953,N20,nominal,2.0NRT,292.17,6.34,D
31.27647,-92.18687,356.68,0.36,0.57,2026-03-04,1953,N20,low,2.0NRT,298.03,13.72,D
31.48154,-88.88692,331.5,0.56,0.69,2026-03-04,1953,N20,nominal,2.0NRT,290.61,5.35,D
31.44873,-90.55947,327.53,0.45,0.63,2026-03-04,1953,N20,nominal,2.0NRT,290.01,4.4,D
31.66851,-86.44576,332.86,0.79,0.78,2026-03-04,1953,N20,nominal,2.0NRT,291.48,11.96,D
31.68399,-87.05119,330.19,0.72,0.76,2026-03-04,1953,N20,nominal,2.0NRT,292.32,4.66,D
31.64041,-88.2618,341.72,0.61,0.71,2026-03-04,1953,N20,nominal,2.0NRT,288.61,8.23,D
31.6401,-88.26841,335.07,0.61,0.71,2026-03-04,1953,N20,nominal,2.0NRT,292.67,9.05,D
29.2973,-107.72842,353.98,0.39,0.44,2026-03-04,1953,N20,nominal,2.0NRT,311.75,7.82,D
29.29807,-107.72445,356.49,0.39,0.44,2026-03-04,1953,N20,low,2.0NRT,314.37,7.82,D
29.30203,-107.72547,335.88,0.39,0.44,2026-03-04,1953,N20,low,2.0NRT,309.02,8.23,D
29.30126,-107.72945,356.69,0.39,0.44,2026-03-04,1953,N20,nominal,2.0NRT,316.92,8.23,D
31.67001,-86.44192,348.01,0.79,0.78,2026-03-04,1955,N20,nominal,2.0NRT,289.51,17.22,D
31.63808,-88.26704,342.35,0.61,0.71,2026-03-04,1955,N20,nominal,2.0NRT,292.79,10.63,D
31.77623,-87.16628,330.05,0.71,0.75,2026-03-04,1955,N20,nominal,2.0NRT,292.21,6.05,D
31.77475,-87.16505,327.02,0.72,0.75,2026-03-04,1955,N20,nominal,2.0NRT,290.86,3.8,D
28.65394,-111.49713,352.99,0.33,0.56,2026-03-04,1955,N20,nominal,2.0NRT,315.79,4.99,D
31.50135,-93.16759,342.19,0.63,0.54,2026-03-04,1955,N20,nominal,2.0NRT,300.46,21.69,D
31.5008,-93.1743,344.12,0.63,0.54,2026-03-04,1955,N20,nominal,2.0NRT,297.44,21.69,D
31.50025,-93.18093,339.21,0.63,0.54,2026-03-04,1955,N20,nominal,2.0NRT,297.82,7.89,D
31.11281,-97.56949,338.42,0.53,0.42,2026-03-04,1955,N20,nominal,2.0NRT,289.64,5.73,D
31.11651,-97.55546,330.66,0.53,0.42,2026-03-04,1955,N20,nominal,2.0NRT,287.07,3.44,D
28.76393,-111.33776,350.82,0.32,0.55,2026-03-04,1955,N20,nominal,2.0NRT,315.54,5.05,D
31.85785,-88.76331,327.23,0.58,0.69,2026-03-04,1955,N20,nominal,2.0NRT,291.08,4.64,D
31.86459,-88.75742,341.19,0.58,0.7,2026-03-04,1955,N20,nominal,2.0NRT,291.31,7.01,D
31.8643,-88.7637,342.97,0.58,0.69,2026-03-04,1955,N20,nominal,2.0NRT,291.24,7.01,D
31.86403,-88.76988,348.58,0.58,0.69,2026-03-04,1955,N20,nominal,2.0NRT,292.18,13.35,D
31.87077,-88.76385,325.86,0.58,0.69,2026-03-04,1955,N20,nominal,2.0NRT,291.11,7.01,D
31.65062,-92.41392,354.55,0.35,0.57,2026-03-04,1955,N20,nominal,2.0NRT,292.59,5.11,D
31.65007,-92.42133,337.23,0.35,0.57,2026-03-04,1955,N20,nominal,2.0NRT,294.07,10.32,D
31.64979,-92.42502,356.07,0.35,0.57,2026-03-04,1955,N20,low,2.0NRT,296.66,9.79,D
31.65586,-92.41446,338.8,0.35,0.57,2026-03-04,1955,N20,nominal,2.0NRT,286.5,3.72,D
31.65502,-92.42562,344.72,0.35,0.57,2026-03-04,1955,N20,nominal,2.0NRT,291.87,3.72,D
31.65474,-92.42932,330.38,0.35,0.57,2026-03-04,1955,N20,nominal,2.0NRT,289.08,3.72,D
32.00768,-88.89574,349.79,0.57,0.69,2026-03-04,1955,N20,nominal,2.0NRT,291.74,30.16,D
32.00738,-88.90193,343.41,0.57,0.69,2026-03-04,1955,N20,nominal,2.0NRT,296.19,30.16,D
31.5991,-94.7426,338.49,0.51,0.49,2026-03-04,1955,N20,nominal,2.0NRT,289.45,5.56,D
32.0022,-88.904,341.14,0.57,0.69,2026-03-04,1955,N20,nominal,2.0NRT,294.86,42.67,D
32.00246,-88.89781,355.95,0.57,0.69,2026-03-04,1955,N20,low,2.0NRT,292.41,43.49,D
31.54314,-96.6663,338.51,0.39,0.44,2026-03-04,1955,N20,nominal,2.0NRT,291.61,3.51,D
32.27516,-87.31596,325.97,0.71,0.75,2026-03-04,1955,N20,nominal,2.0NRT,294.13,6.86,D
32.27384,-87.31702,325.22,0.71,0.75,2026-03-04,1955,N20,nominal,2.0NRT,293.91,5.56,D
32.28601,-87.13845,328.91,0.72,0.76,2026-03-04,1955,N20,nominal,2.0NRT,293.36,9.17,D
29.44893,-110.30657,344.38,0.55,0.51,2026-03-04,1955,N20,nominal,2.0NRT,318,7.23,D
32.27269,-88.81413,332.32,0.58,0.7,2026-03-04,1955,N20,nominal,2.0NRT,292.63,4.09,D
32.60193,-88.15292,328.85,0.63,0.72,2026-03-04,1955,N20,nominal,2.0NRT,289.66,4.71,D
32.60539,-88.15295,328.73,0.63,0.72,2026-03-04,1955,N20,nominal,2.0NRT,290.92,3.29,D
31.26419,-103.08609,337.17,0.39,0.36,2026-03-04,1955,N20,low,2.0NRT,308.63,0.55,D
30.20765,-108.91109,341.56,0.44,0.46,2026-03-04,1955,N20,nominal,2.0NRT,307.9,3.44,D
32.5916,-90.96946,330.51,0.43,0.62,2026-03-04,1955,N20,nominal,2.0NRT,288.15,8.8,D
32.59131,-90.97418,356.27,0.43,0.62,2026-03-04,1955,N20,low,2.0NRT,292.07,14.25,D
32.76532,-88.26122,338.66,0.63,0.72,2026-03-04,1955,N20,nominal,2.0NRT,292.35,9.73,D
32.77171,-88.26841,356.73,0.63,0.72,2026-03-04,1955,N20,low,2.0NRT,293.25,17.68,D
31.54179,-101.68155,335.61,0.39,0.36,2026-03-04,1955,N20,nominal,2.0NRT,305.17,1.39,D
32.76252,-88.26098,335.1,0.63,0.72,2026-03-04,1955,N20,nominal,2.0NRT,292.04,5.96,D
32.76871,-88.27506,330.76,0.63,0.72,2026-03-04,1955,N20,nominal,2.0NRT,292.61,10.55,D
32.76895,-88.26821,356.18,0.63,0.72,2026-03-04,1955,N20,low,2.0NRT,293.52,18.88,D
32.88318,-88.25215,337.43,0.63,0.72,2026-03-04,1955,N20,nominal,2.0NRT,291.09,4.58,D
32.91654,-87.92427,339.11,0.66,0.73,2026-03-04,1955,N20,nominal,2.0NRT,291.7,5.53,D
31.58806,-102.08139,336.81,0.39,0.36,2026-03-04,1955,N20,nominal,2.0NRT,305.62,1.93,D
32.87995,-88.2539,337.81,0.63,0.72,2026-03-04,1955,N20,nominal,2.0NRT,291.89,4.7,D
32.91818,-87.92585,331.96,0.66,0.73,2026-03-04,1955,N20,nominal,2.0NRT,291.43,5.89,D
31.5919,-102.46284,336.22,0.38,0.36,2026-03-04,1955,N20,nominal,2.0NRT,305.51,1.33,D
32.49181,-95.26219,344.13,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,293.04,7.11,D
32.99723,-87.99364,328.78,0.65,0.73,2026-03-04,1955,N20,nominal,2.0NRT,291.77,3.36,D
32.99948,-87.99313,326.95,0.65,0.73,2026-03-04,1955,N20,nominal,2.0NRT,291.5,5.4,D
32.8069,-92.03625,330.34,0.38,0.59,2026-03-04,1955,N20,nominal,2.0NRT,291.72,1.73,D
33.01414,-90.3452,338.08,0.48,0.64,2026-03-04,1955,N20,nominal,2.0NRT,292.45,3.4,D
32.97026,-90.77877,347.82,0.45,0.63,2026-03-04,1955,N20,nominal,2.0NRT,289.49,11.88,D
32.96999,-90.78362,355.24,0.45,0.63,2026-03-04,1955,N20,nominal,2.0NRT,289.3,11.51,D
33.017,-90.34367,346.93,0.48,0.64,2026-03-04,1955,N20,nominal,2.0NRT,293.48,7.02,D
31.97191,-101.23443,335.63,0.4,0.37,2026-03-04,1955,N20,nominal,2.0NRT,300.47,1.68,D
30.49633,-109.63156,338.79,0.48,0.48,2026-03-04,1955,N20,low,2.0NRT,312.32,8.33,D
33.17903,-88.14355,340.95,0.64,0.72,2026-03-04,1955,N20,nominal,2.0NRT,290.11,12.72,D
33.17877,-88.15044,345.64,0.64,0.72,2026-03-04,1955,N20,nominal,2.0NRT,292.47,12.05,D
33.17513,-88.14627,335.19,0.64,0.72,2026-03-04,1955,N20,nominal,2.0NRT,291.31,9.02,D
33.18185,-88.14661,335.03,0.64,0.72,2026-03-04,1955,N20,nominal,2.0NRT,289.71,9.02,D
33.3349,-88.02429,334.71,0.65,0.73,2026-03-04,1955,N20,nominal,2.0NRT,285.95,4.55,D
33.28772,-87.85098,353.35,0.67,0.74,2026-03-04,1955,N20,nominal,2.0NRT,287.14,10.69,D
33.33002,-88.02575,327.23,0.65,0.73,2026-03-04,1955,N20,nominal,2.0NRT,287.9,4.92,D
33.41767,-87.65405,326.97,0.69,0.74,2026-03-04,1955,N20,nominal,2.0NRT,290.8,5.51,D
32.11969,-102.29935,339.9,0.39,0.36,2026-03-04,1955,N20,nominal,2.0NRT,309.13,2.29,D
32.19121,-101.88254,335.78,0.39,0.36,2026-03-04,1955,N20,nominal,2.0NRT,305.26,1.2,D
32.32364,-101.81156,337.38,0.39,0.36,2026-03-04,1955,N20,nominal,2.0NRT,306.46,4.72,D
32.10421,-103.7998,335.03,0.39,0.36,2026-03-04,1955,N20,low,2.0NRT,306.64,1.35,D
32.72336,-102.5806,341.87,0.38,0.36,2026-03-04,1955,N20,nominal,2.0NRT,307.24,3.19,D
34.64209,-88.65168,325.8,0.61,0.71,2026-03-04,1955,N20,nominal,2.0NRT,289.75,3.28,D
34.64018,-88.65137,325.14,0.61,0.71,2026-03-04,1955,N20,nominal,2.0NRT,290.42,5.16,D
34.559,-90.9384,332.3,0.45,0.63,2026-03-04,1955,N20,nominal,2.0NRT,287.78,4.57,D
34.53551,-92.1511,348.07,0.39,0.59,2026-03-04,1955,N20,nominal,2.0NRT,280.48,6.08,D
35.04484,-90.15843,346.52,0.51,0.66,2026-03-04,1955,N20,nominal,2.0NRT,292.43,8.5,D
31.71453,-114.49756,336.42,0.42,0.61,2026-03-04,1955,N20,low,2.0NRT,308.41,2.72,D
35.47886,-90.73401,329.07,0.47,0.64,2026-03-04,1955,N20,nominal,2.0NRT,287.96,2.66,D
35.96088,-91.54671,325.05,0.43,0.62,2026-03-04,1955,N20,nominal,2.0NRT,289.16,1.9,D
35.96556,-91.56627,347.88,0.43,0.62,2026-03-04,1955,N20,nominal,2.0NRT,288.79,5.66,D
35.9671,-91.56832,349.03,0.43,0.62,2026-03-04,1955,N20,nominal,2.0NRT,289.03,7.1,D
32.93508,-113.42412,339.51,0.34,0.56,2026-03-04,1955,N20,nominal,2.0NRT,310.76,1.41,D
33.67068,-111.68024,339.35,0.53,0.5,2026-03-04,1955,N20,nominal,2.0NRT,304.67,5.17,D
35.53796,-103.66878,337.74,0.38,0.36,2026-03-04,1955,N20,low,2.0NRT,308.64,3.03,D
35.54779,-103.67101,355.21,0.38,0.36,2026-03-04,1955,N20,nominal,2.0NRT,311.5,8.36,D
35.54715,-103.67521,347.76,0.38,0.36,2026-03-04,1955,N20,nominal,2.0NRT,311.04,8.36,D
33.27317,-115.51125,348.69,0.44,0.63,2026-03-04,1955,N20,nominal,2.0NRT,310.84,4.33,D
34.31915,-111.13596,331.14,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,294.84,3.01,D
34.3246,-111.13197,334.58,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,293.86,11.19,D
34.32009,-111.13349,338.23,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,295.97,4.02,D
34.32443,-111.13461,343.26,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,295.27,8.63,D
34.33735,-111.13847,340.84,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,314.28,64.5,D
34.33622,-111.14352,342.91,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,315.55,43.99,D
34.33508,-111.14865,345.61,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,295.25,43.99,D
34.33392,-111.15383,344.76,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,296.07,9.29,D
34.34051,-111.14487,342.74,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,297.63,41.85,D
34.33937,-111.15,345.83,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,314.75,41.85,D
34.33821,-111.15519,354.85,0.48,0.48,2026-03-04,1955,N20,nominal,2.0NRT,299.77,22.5,D
33.27428,-115.51484,341.8,0.44,0.63,2026-03-04,1955,N20,nominal,2.0NRT,308.47,3.16,D
34.11443,-114.29175,349.72,0.36,0.57,2026-03-04,1955,N20,nominal,2.0NRT,307.33,3.85,D
34.11348,-114.2956,349.33,0.36,0.57,2026-03-04,1955,N20,nominal,2.0NRT,309.23,3.85,D
37.69797,-106.53926,334.07,0.41,0.37,2026-03-04,1957,N20,nominal,2.0NRT,301.22,3.77,D
38.47117,-106.42205,341.35,0.4,0.37,2026-03-04,1957,N20,nominal,2.0NRT,283.82,4.87,D
36.17199,-118.6194,348.46,0.55,0.68,2026-03-04,1957,N20,nominal,2.0NRT,280.99,9.86,D
41.09504,-98.793,339.76,0.4,0.44,2026-03-04,1957,N20,nominal,2.0NRT,296.2,6.74,D
40.93716,-100.35905,348.52,0.5,0.41,2026-03-04,1957,N20,nominal,2.0NRT,299.89,11.44,D
40.9365,-100.36512,342.83,0.5,0.41,2026-03-04,1957,N20,nominal,2.0NRT,297.54,11.44,D
40.93584,-100.3712,356.16,0.5,0.41,2026-03-04,1957,N20,low,2.0NRT,302.22,26.83,D
40.94025,-100.36578,353.13,0.5,0.41,2026-03-04,1957,N20,nominal,2.0NRT,300.5,11.44,D
40.4963,-104.52928,331.06,0.39,0.36,2026-03-04,1957,N20,nominal,2.0NRT,300.18,1.39,D
41.28954,-99.7613,341.67,0.54,0.42,2026-03-04,1957,N20,nominal,2.0NRT,300.04,12.68,D
41.60179,-99.38597,338.06,0.57,0.43,2026-03-04,1957,N20,nominal,2.0NRT,297.57,4.42,D
41.60575,-99.38663,348.01,0.57,0.43,2026-03-04,1957,N20,nominal,2.0NRT,300.91,248.84,D
41.61368,-99.38806,343.09,0.57,0.43,2026-03-04,1957,N20,nominal,2.0NRT,299.04,17.85,D
41.73684,-99.22416,341.58,0.39,0.44,2026-03-04,1957,N20,nominal,2.0NRT,299.23,10.63,D
41.79622,-98.64344,353.93,0.41,0.45,2026-03-04,1957,N20,nominal,2.0NRT,295.33,12.7,D
41.7413,-99.22024,347.55,0.39,0.44,2026-03-04,1957,N20,nominal,2.0NRT,298.06,11.68,D
41.80035,-98.64413,345.79,0.41,0.45,2026-03-04,1957,N20,nominal,2.0NRT,296.65,8.67,D
41.79897,-98.65891,343.06,0.41,0.45,2026-03-04,1957,N20,nominal,2.0NRT,292.36,5.97,D
41.79851,-98.66386,336.9,0.41,0.45,2026-03-04,1957,N20,nominal,2.0NRT,294.02,5.97,D
41.7453,-99.22091,341.53,0.39,0.44,2026-03-04,1957,N20,low,2.0NRT,312.25,79.2,D
41.74486,-99.22549,338.81,0.39,0.44,2026-03-04,1957,N20,nominal,2.0NRT,297.82,59.27,D
41.80447,-98.6448,338.67,0.41,0.45,2026-03-04,1957,N20,nominal,2.0NRT,294.04,8.67,D
41.80401,-98.64973,338.56,0.41,0.45,2026-03-04,1957,N20,nominal,2.0NRT,291.87,9.92,D
41.80355,-98.65465,342.14,0.41,0.45,2026-03-04,1957,N20,nominal,2.0NRT,297.84,9.92,D
41.80309,-98.65958,354.98,0.41,0.45,2026-03-04,1957,N20,nominal,2.0NRT,296.25,5.97,D
41.74977,-99.2169,340.13,0.39,0.44,2026-03-04,1957,N20,nominal,2.0NRT,289.69,79.2,D
41.74841,-99.23072,342.08,0.38,0.44,2026-03-04,1957,N20,nominal,2.0NRT,312.07,59.27,D
41.74796,-99.23538,339.27,0.38,0.44,2026-03-04,1957,N20,nominal,2.0NRT,295.38,11.38,D
41.74887,-99.22612,367,0.39,0.44,2026-03-04,1957,N20,low,2.0NRT,331.55,59.27,D
41.80859,-98.64548,347.1,0.41,0.45,2026-03-04,1957,N20,nominal,2.0NRT,293.84,6.46,D
41.80814,-98.65041,349.25,0.41,0.45,2026-03-04,1957,N20,nominal,2.0NRT,301.94,17.49,D
41.80768,-98.65533,346.44,0.41,0.45,2026-03-04,1957,N20,nominal,2.0NRT,298.35,17.49,D
41.75332,-99.22218,345.84,0.39,0.44,2026-03-04,1957,N20,nominal,2.0NRT,290.61,6.23,D
41.75287,-99.22677,340.28,0.39,0.44,2026-03-04,1957,N20,nominal,2.0NRT,294.59,7.84,D
41.75242,-99.23136,354.67,0.38,0.44,2026-03-04,1957,N20,nominal,2.0NRT,295.64,7.84,D
41.75196,-99.23598,355.68,0.38,0.44,2026-03-04,1957,N20,nominal,2.0NRT,299.25,35.82,D
41.75151,-99.24062,351.38,0.38,0.44,2026-03-04,1957,N20,nominal,2.0NRT,310.65,35.82,D
41.80074,-99.0333,339.63,0.39,0.44,2026-03-04,1957,N20,nominal,2.0NRT,297.82,20.81,D
41.80478,-99.034,340.12,0.39,0.44,2026-03-04,1957,N20,nominal,2.0NRT,293.7,18.51,D
41.80433,-99.03882,349.49,0.39,0.44,2026-03-04,1957,N20,nominal,2.0NRT,297.72,18.51,D
41.80793,-99.04425,356.17,0.39,0.44,2026-03-04,1957,N20,low,2.0NRT,298.48,60.78,D
41.81198,-99.04492,340.03,0.39,0.44,2026-03-04,1957,N20,nominal,2.0NRT,293.74,10.12,D
39.87876,-113.37375,344.15,0.47,0.48,2026-03-04,1957,N20,nominal,2.0NRT,273.51,7.96,D
41.98571,-104.43433,339.81,0.39,0.36,2026-03-04,1957,N20,nominal,2.0NRT,297.26,7.51,D
38.90252,-121.9987,356.17,0.68,0.74,2026-03-04,1957,N20,low,2.0NRT,293.13,27.99,D
38.90887,-122.00193,331.88,0.68,0.74,2026-03-04,1957,N20,nominal,2.0NRT,290.4,4.54,D
38.90355,-122.0058,332.02,0.68,0.74,2026-03-04,1957,N20,nominal,2.0NRT,290.66,19.37,D
38.90585,-121.99871,356.13,0.68,0.74,2026-03-04,1957,N20,low,2.0NRT,292.43,30.49,D
44.40471,-97.21954,335.94,0.51,0.5,2026-03-04,1957,N20,nominal,2.0NRT,287.08,2.91,D
42.68675,-111.59268,338.66,0.51,0.41,2026-03-04,1957,N20,nominal,2.0NRT,280.66,19.96,D
43.9001,-108.09182,341.58,0.39,0.36,2026-03-04,1957,N20,nominal,2.0NRT,296.55,10.61,D
43.8993,-108.09663,344.52,0.39,0.36,2026-03-04,1957,N20,nominal,2.0NRT,310.83,17.62,D
43.89849,-108.10144,327.18,0.39,0.36,2026-03-04,1957,N20,nominal,2.0NRT,295.9,17.62,D
43.90339,-108.09287,343.64,0.39,0.36,2026-03-04,1957,N20,nominal,2.0NRT,292.52,10.61,D
43.90258,-108.09768,340.93,0.39,0.36,2026-03-04,1957,N20,nominal,2.0NRT,291.57,17.62,D
44.84491,-108.35316,327.48,0.39,0.36,2026-03-04,1957,N20,nominal,2.0NRT,272.33,3.08,D
44.84818,-108.35424,341.2,0.39,0.36,2026-03-04,1957,N20,nominal,2.0NRT,274.56,3.08,D
41.70335,-121.96169,356.01,0.56,0.69,2026-03-04,1957,N20,low,2.0NRT,282.26,15.18,D
41.7072,-121.97129,333.08,0.56,0.69,2026-03-04,1957,N20,nominal,2.0NRT,281.56,9.83,D
46.34474,-105.03798,340.59,0.41,0.37,2026-03-04,1959,N20,nominal,2.0NRT,296.76,18.85,D
47.44542,-91.71075,343.1,0.5,0.66,2026-03-04,1959,N20,nominal,2.0NRT,274.47,7.36,D
47.44545,-91.70708,342.71,0.5,0.66,2026-03-04,1959,N20,nominal,2.0NRT,272.57,5.62,D
17.74069,-91.53139,342.01,0.54,0.51,2026-03-04,1953,N20,nominal,2.0NRT,297.7,7.8,D
17.7384,-91.5333,341.36,0.54,0.51,2026-03-04,1953,N20,nominal,2.0NRT,298.34,8.8,D
17.51267,-93.88616,345.2,0.38,0.43,2026-03-04,1953,N20,nominal,2.0NRT,301.66,13.18,D
17.72645,-92.75626,340.38,0.45,0.47,2026-03-04,1953,N20,nominal,2.0NRT,300.01,4.63,D
17.72593,-92.76053,330.56,0.45,0.47,2026-03-04,1953,N20,nominal,2.0NRT,296.73,4.63,D
17.61709,-93.65153,341.78,0.4,0.44,2026-03-04,1953,N20,nominal,2.0NRT,300.13,4.45,D
17.88762,-91.70034,339.66,0.53,0.5,2026-03-04,1953,N20,nominal,2.0NRT,294.57,9.76,D
17.73192,-93.06668,341.07,0.43,0.46,2026-03-04,1953,N20,nominal,2.0NRT,300.82,3.82,D
17.75512,-92.91445,340.78,0.44,0.46,2026-03-04,1953,N20,nominal,2.0NRT,300.95,24.4,D
17.79017,-93.11917,331.49,0.43,0.46,2026-03-04,1953,N20,nominal,2.0NRT,302.17,3.56,D
17.87939,-92.48595,338.87,0.47,0.48,2026-03-04,1953,N20,nominal,2.0NRT,300.64,7.79,D
17.87885,-92.49043,339.21,0.47,0.48,2026-03-04,1953,N20,nominal,2.0NRT,299.95,5.83,D
17.89259,-92.48759,342.11,0.47,0.48,2026-03-04,1953,N20,nominal,2.0NRT,299.5,11.87,D
17.73816,-93.80714,331.36,0.39,0.44,2026-03-04,1953,N20,nominal,2.0NRT,297.49,2.22,D
17.83753,-93.11713,335.96,0.43,0.46,2026-03-04,1953,N20,nominal,2.0NRT,300.02,32.89,D
17.87526,-92.84769,339.99,0.45,0.47,2026-03-04,1953,N20,nominal,2.0NRT,301.25,10.17,D
