latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
30.43344,-92.10721,337.2,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,304.19,17.9,D
30.89292,-89.00604,327.27,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.26,1.72,D
30.43739,-92.10389,344.88,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,306.43,15.25,D
30.43674,-92.10791,348.7,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,313.29,17.9,D
30.58285,-91.24125,332.39,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,306.02,2.59,D
30.29544,-93.04951,330.26,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,301.44,1.66,D
31.58382,-82.82626,337.94,0.57,0.52,2026-03-01,1910,N20,nominal,2.0NRT,301.54,9.03,D
30.29881,-93.05025,327.74,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,300.29,1.67,D
31.5308,-83.542,344.53,0.51,0.5,2026-03-01,1910,N20,nominal,2.0NRT,306.69,37.32,D
30.81009,-89.78641,330.13,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,300.82,1.94,D
31.08085,-87.80013,326.63,0.46,0.39,2026-03-01,1910,N20,nominal,2.0NRT,299.77,2.66,D
31.08025,-87.80492,354.63,0.46,0.39,2026-03-01,1910,N20,nominal,2.0NRT,302.54,8.41,D
31.07966,-87.80971,351.56,0.46,0.39,2026-03-01,1910,N20,nominal,2.0NRT,301.67,8.41,D
31.07906,-87.81448,328.45,0.46,0.39,2026-03-01,1910,N20,low,2.0NRT,299.06,5.2,D
30.57776,-91.42876,344.37,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,304.42,13.08,D
31.03736,-88.2011,328.66,0.44,0.38,2026-03-01,1910,N20,nominal,2.0NRT,298.37,4.94,D
30.4859,-92.03544,334.49,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,305.54,3.82,D
31.04148,-88.19711,330.27,0.44,0.38,2026-03-01,1910,N20,nominal,2.0NRT,299,5.64,D
31.04089,-88.20171,333.19,0.44,0.38,2026-03-01,1910,N20,nominal,2.0NRT,301.16,4.94,D
30.48984,-92.03214,334.01,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,304.83,3.15,D
30.4892,-92.03614,346.03,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,305.23,3.82,D
31.10302,-87.74014,328.72,0.46,0.39,2026-03-01,1910,N20,nominal,2.0NRT,299.12,3.2,D
31.56988,-83.46902,335.51,0.52,0.5,2026-03-01,1910,N20,nominal,2.0NRT,294.24,4.66,D
31.31595,-86.00606,343.32,0.56,0.43,2026-03-01,1910,N20,nominal,2.0NRT,300.47,6.29,D
30.46931,-92.39436,333.72,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,298.47,2.34,D
31.43723,-85.23758,339.47,0.41,0.45,2026-03-01,1910,N20,nominal,2.0NRT,298.79,4.57,D
31.49892,-84.69595,328.65,0.44,0.46,2026-03-01,1910,N20,nominal,2.0NRT,296.87,2.18,D
31.50319,-84.69651,333.79,0.44,0.46,2026-03-01,1910,N20,nominal,2.0NRT,297.37,2.18,D
30.8488,-89.99647,349.53,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,310.7,28.73,D
31.43966,-85.2372,341.97,0.41,0.45,2026-03-01,1910,N20,nominal,2.0NRT,299.01,5.47,D
31.5022,-84.69505,340.71,0.44,0.46,2026-03-01,1910,N20,nominal,2.0NRT,297.56,5.54,D
30.91634,-89.67835,333.36,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,302.72,4.71,D
30.91576,-89.68252,339.47,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,305.43,4.71,D
30.91969,-89.67899,342.26,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,305.11,9.54,D
31.14738,-87.98436,331.09,0.45,0.39,2026-03-01,1910,N20,low,2.0NRT,304.1,3.27,D
30.93175,-89.61715,328.29,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,298.51,1.98,D
30.92306,-89.67961,346.96,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,304.44,9.54,D
31.15094,-87.98497,330.24,0.45,0.39,2026-03-01,1910,N20,low,2.0NRT,304.97,5.22,D
31.27391,-87.03564,367,0.5,0.41,2026-03-01,1910,N20,high,2.0NRT,304.85,17.93,D
31.10962,-88.36681,332.25,0.44,0.38,2026-03-01,1910,N20,nominal,2.0NRT,299.51,5.09,D
31.10903,-88.37138,343.03,0.44,0.38,2026-03-01,1910,N20,nominal,2.0NRT,300.66,9.01,D
31.08549,-88.60738,332.46,0.43,0.38,2026-03-01,1910,N20,low,2.0NRT,302.93,6.24,D
29.95424,-95.68122,332.99,0.51,0.41,2026-03-01,1910,N20,nominal,2.0NRT,301.62,2.5,D
31.12241,-88.40643,337.3,0.43,0.38,2026-03-01,1910,N20,nominal,2.0NRT,297.97,5.9,D
30.73211,-91.19766,337.96,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,303.04,12.54,D
31.62337,-84.08131,327.62,0.48,0.48,2026-03-01,1910,N20,nominal,2.0NRT,291.38,3.13,D
30.95941,-89.6907,340.09,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.88,3.77,D
30.95883,-89.69485,337.43,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.54,3.25,D
31.23663,-87.65144,327.44,0.47,0.39,2026-03-01,1910,N20,nominal,2.0NRT,296.42,3.03,D
30.98979,-89.57231,332.97,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.69,4.26,D
30.11143,-95.02396,339.94,0.48,0.4,2026-03-01,1910,N20,nominal,2.0NRT,304.39,3.29,D
31.15913,-88.42677,331.85,0.43,0.38,2026-03-01,1910,N20,nominal,2.0NRT,300.89,3.47,D
30.88807,-90.37977,333.36,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,299.62,2.07,D
30.79219,-91.02515,340.84,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,303.04,12.78,D
31.83,-82.27296,336.96,0.61,0.54,2026-03-01,1910,N20,nominal,2.0NRT,297.76,4.5,D
30.89588,-90.37298,332.09,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,299.4,12.36,D
30.89529,-90.37702,351.96,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,306.59,12.36,D
30.80354,-91.03977,339.66,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,301.05,7.61,D
31.06918,-89.33044,340.18,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,301.39,4.53,D
31.83121,-82.27372,332.78,0.61,0.54,2026-03-01,1910,N20,nominal,2.0NRT,297.7,5.97,D
31.6619,-84.23608,353.54,0.47,0.48,2026-03-01,1910,N20,nominal,2.0NRT,298.45,11.52,D
31.66629,-84.23661,343.49,0.47,0.48,2026-03-01,1910,N20,nominal,2.0NRT,292.88,11.52,D
30.64994,-92.22305,333.39,0.39,0.36,2026-03-01,1910,N20,low,2.0NRT,303.42,3.93,D
31.67554,-84.23277,333.05,0.47,0.48,2026-03-01,1910,N20,nominal,2.0NRT,291.95,3.36,D
29.57546,-98.03121,342.37,0.46,0.47,2026-03-01,1910,N20,nominal,2.0NRT,304.99,4.9,D
31.68777,-84.24438,339.13,0.47,0.48,2026-03-01,1910,N20,nominal,2.0NRT,291.78,6.55,D
31.59853,-85.183,367,0.41,0.45,2026-03-01,1910,N20,high,2.0NRT,301.19,7.57,D
31.59808,-85.18736,332.55,0.41,0.45,2026-03-01,1910,N20,nominal,2.0NRT,300.28,7.57,D
31.08457,-89.44637,332.44,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,301.8,5.55,D
31.08399,-89.45059,328.36,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.55,4.76,D
31.60267,-85.1836,339.75,0.41,0.45,2026-03-01,1910,N20,nominal,2.0NRT,300.24,5.73,D
31.85205,-82.90818,338.99,0.56,0.52,2026-03-01,1910,N20,nominal,2.0NRT,297.83,4.25,D
31.30138,-88.08078,335.48,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,300.77,5.92,D
31.7281,-84.41913,342.61,0.46,0.47,2026-03-01,1910,N20,nominal,2.0NRT,297.22,3.79,D
31.0747,-89.81372,338.03,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.69,2.85,D
31.30442,-88.33646,330.36,0.44,0.38,2026-03-01,1910,N20,nominal,2.0NRT,298.32,5.59,D
31.30384,-88.34107,337.14,0.44,0.38,2026-03-01,1910,N20,nominal,2.0NRT,303.6,5.59,D
31.17436,-89.3271,332.06,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,300.85,2.51,D
31.38767,-87.6967,335.54,0.47,0.39,2026-03-01,1910,N20,nominal,2.0NRT,298.08,4.73,D
30.94151,-91.00488,335.93,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,300.96,10.77,D
32.01036,-81.36052,326.09,0.35,0.57,2026-03-01,1910,N20,nominal,2.0NRT,291.82,3.54,D
32.01534,-81.36475,325.86,0.35,0.57,2026-03-01,1910,N20,nominal,2.0NRT,291.42,2.79,D
31.05721,-90.31146,347.9,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,301.69,6.1,D
31.49839,-87.24522,336.29,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,307.43,25.69,D
31.50209,-87.24582,352.88,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,309.23,30.21,D
31.50146,-87.25096,330.2,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,299.78,7.16,D
31.17631,-89.76405,335.71,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,297.62,4.66,D
31.17514,-89.77236,329.39,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,297.95,3.26,D
31.40668,-88.07287,340.91,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,300.98,7.75,D
31.83871,-84.29202,328.05,0.47,0.48,2026-03-01,1910,N20,nominal,2.0NRT,297.69,3.59,D
31.41024,-88.07349,334.16,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,297.69,7.75,D
30.94053,-91.45718,331.25,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,298.51,1.98,D
31.4308,-88.13956,332.1,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,296.22,7.06,D
31.43019,-88.14426,338.71,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,300.45,7.06,D
31.42974,-88.1421,348.1,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,299.53,7.58,D
31.43329,-88.1427,345.6,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,298.2,7.41,D
31.44098,-88.13921,333.99,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,297.1,2.65,D
31.19313,-90.00042,329.03,0.39,0.37,2026-03-01,1910,N20,low,2.0NRT,301.4,2.2,D
31.02375,-91.40374,336.98,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,301.43,7.31,D
31.02704,-91.40441,342.69,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,301.2,5.59,D
32.07906,-82.56915,328.5,0.59,0.53,2026-03-01,1910,N20,nominal,2.0NRT,298.35,4.82,D
31.77232,-85.83569,330.06,0.38,0.43,2026-03-01,1910,N20,nominal,2.0NRT,293.56,7.55,D
32.15496,-82.25674,329.79,0.62,0.54,2026-03-01,1910,N20,nominal,2.0NRT,295.01,3.21,D
31.06894,-91.39661,332.52,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,300.66,3.79,D
32.1311,-82.59382,356.19,0.59,0.53,2026-03-01,1910,N20,nominal,2.0NRT,300.49,22.16,D
32.1125,-82.80574,347.46,0.57,0.52,2026-03-01,1910,N20,nominal,2.0NRT,298.73,11.98,D
31.41291,-89.03741,327.54,0.42,0.37,2026-03-01,1910,N20,low,2.0NRT,297.55,2.34,D
31.07222,-91.39728,331.37,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,299,3.79,D
31.0118,-91.89665,338.7,0.39,0.36,2026-03-01,1910,N20,low,2.0NRT,309.92,18.27,D
32.15529,-82.26003,327.57,0.62,0.54,2026-03-01,1910,N20,nominal,2.0NRT,293.41,2.94,D
32.12923,-82.59064,343.71,0.59,0.53,2026-03-01,1910,N20,nominal,2.0NRT,298.63,8.75,D
32.11203,-82.80305,339.33,0.58,0.52,2026-03-01,1910,N20,nominal,2.0NRT,297.56,6.13,D
32.1341,-82.59122,332.9,0.59,0.53,2026-03-01,1910,N20,nominal,2.0NRT,296.53,4.94,D
32.1336,-82.59752,337.61,0.59,0.53,2026-03-01,1910,N20,nominal,2.0NRT,294.58,4.73,D
31.43133,-89.15656,334.82,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.14,7.82,D
31.34217,-89.83308,367,0.4,0.37,2026-03-01,1910,N20,high,2.0NRT,302.65,10.77,D
32.19502,-82.00694,367,0.32,0.55,2026-03-01,1910,N20,high,2.0NRT,300.62,10.38,D
32.19476,-82.01038,331.33,0.32,0.55,2026-03-01,1910,N20,nominal,2.0NRT,297.58,7.03,D
31.91487,-85.18881,336.31,0.42,0.45,2026-03-01,1910,N20,nominal,2.0NRT,298.58,3.7,D
31.86168,-85.77476,326.5,0.39,0.44,2026-03-01,1910,N20,nominal,2.0NRT,297.53,1.78,D
30.5181,-95.114,330.19,0.47,0.4,2026-03-01,1910,N20,nominal,2.0NRT,297.75,4.26,D
31.83643,-86.18893,341.74,0.55,0.43,2026-03-01,1910,N20,nominal,2.0NRT,300.83,16.91,D
31.83578,-86.19478,328.44,0.55,0.43,2026-03-01,1910,N20,low,2.0NRT,301.55,25.52,D
31.26942,-90.92554,331.76,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,298.28,2.1,D
31.85212,-86.89088,341.5,0.51,0.41,2026-03-01,1910,N20,nominal,2.0NRT,298.66,3.91,D
31.8559,-86.89152,327.84,0.51,0.41,2026-03-01,1910,N20,nominal,2.0NRT,296.86,3.91,D
31.67603,-88.41549,333.04,0.44,0.38,2026-03-01,1910,N20,nominal,2.0NRT,297.42,2.66,D
31.67954,-88.41611,342.41,0.44,0.38,2026-03-01,1910,N20,nominal,2.0NRT,298.12,9.69,D
32.30438,-82.59154,338.35,0.59,0.53,2026-03-01,1910,N20,nominal,2.0NRT,299.34,6.59,D
31.91198,-86.57536,330.62,0.53,0.42,2026-03-01,1910,N20,nominal,2.0NRT,298.81,3.48,D
32.0452,-85.40974,350.48,0.41,0.45,2026-03-01,1910,N20,nominal,2.0NRT,301.76,8.09,D
32.04474,-85.41406,347,0.41,0.45,2026-03-01,1910,N20,nominal,2.0NRT,299.1,8.09,D
28.09231,-106.29126,367,0.77,0.77,2026-03-01,1910,N20,high,2.0NRT,306.44,15.11,D
30.63263,-95.33478,332.32,0.48,0.4,2026-03-01,1910,N20,nominal,2.0NRT,299.42,2.71,D
30.63245,-95.33224,333.77,0.48,0.4,2026-03-01,1910,N20,nominal,2.0NRT,298.8,3.61,D
32.06727,-85.46486,329.29,0.41,0.45,2026-03-01,1910,N20,nominal,2.0NRT,298.42,2.6,D
31.8801,-87.17986,335.26,0.5,0.41,2026-03-01,1910,N20,nominal,2.0NRT,298.44,3.49,D
28.09023,-106.29086,367,0.77,0.77,2026-03-01,1910,N20,high,2.0NRT,305.82,13.45,D
31.45339,-90.62139,334.95,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,300.34,2.86,D
31.69654,-89.31396,327.68,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.31,2.41,D
32.01551,-86.90778,328.73,0.51,0.41,2026-03-01,1910,N20,nominal,2.0NRT,298.81,2.87,D
32.01561,-86.90421,327.55,0.51,0.41,2026-03-01,1910,N20,nominal,2.0NRT,299.17,1.5,D
30.77351,-95.28702,367,0.48,0.4,2026-03-01,1910,N20,high,2.0NRT,303.62,11.91,D
30.7726,-95.29193,349.76,0.48,0.4,2026-03-01,1910,N20,nominal,2.0NRT,302.17,9.06,D
32.13986,-86.32252,344.85,0.55,0.43,2026-03-01,1910,N20,nominal,2.0NRT,300.7,7.73,D
31.67209,-90.09421,345.75,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.89,8.92,D
31.6715,-90.09835,354.18,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,302.85,10.71,D
31.67543,-90.09486,340.58,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.34,9.47,D
31.67484,-90.09899,337.07,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.66,7.51,D
32.35801,-84.44449,343.24,0.47,0.47,2026-03-01,1910,N20,nominal,2.0NRT,287.48,10.62,D
32.56035,-82.30521,329.72,0.62,0.54,2026-03-01,1910,N20,nominal,2.0NRT,292.54,1.86,D
32.05869,-87.3802,333.1,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,296.74,5.03,D
32.05806,-87.38535,329.59,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,298.7,5.03,D
32.05743,-87.39049,330.41,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,297.64,2.62,D
32.06176,-87.38596,343.57,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,297.04,5.56,D
32.06113,-87.39109,336.41,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,298.02,6.02,D
32.05664,-87.38258,339.4,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,298.79,5.89,D
32.06034,-87.38319,344.09,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,296.64,5.89,D
32.05974,-87.38835,348.3,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,299.01,13.41,D
31.8247,-89.29525,345.13,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,304.43,17.18,D
32.56063,-82.30678,326.89,0.62,0.54,2026-03-01,1910,N20,nominal,2.0NRT,294.14,3.49,D
31.98929,-88.12714,331.22,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,300.02,7.2,D
31.76581,-89.8802,331.71,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,296.4,2.95,D
31.76917,-89.88082,340.06,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,297.52,2.95,D
30.97107,-94.85067,331.48,0.46,0.39,2026-03-01,1910,N20,nominal,2.0NRT,303.64,2.74,D
32.05768,-87.68902,335.28,0.47,0.4,2026-03-01,1910,N20,nominal,2.0NRT,302.5,6.82,D
32.58018,-83.25784,326.17,0.55,0.51,2026-03-01,1910,N20,nominal,2.0NRT,281.11,4.13,D
31.83951,-89.92014,342.83,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,300.9,11.51,D
31.8412,-89.92007,342.21,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,302.38,11.33,D
32.39191,-85.34831,328.31,0.42,0.45,2026-03-01,1910,N20,nominal,2.0NRT,298.61,3.42,D
31.48427,-92.39563,331.45,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,296,2.8,D
31.83505,-90.11195,343.24,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,303.33,14.03,D
31.83839,-90.11259,345.67,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,302.63,14.03,D
31.84173,-90.11323,337.98,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,297.13,3.34,D
32.22186,-87.31185,330.81,0.49,0.41,2026-03-01,1910,N20,nominal,2.0NRT,297.38,3.46,D
32.22124,-87.31708,329.61,0.49,0.41,2026-03-01,1910,N20,low,2.0NRT,299.83,3.84,D
32.10226,-88.2914,330.19,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,297.53,3.04,D
32.22558,-87.31247,346.64,0.49,0.41,2026-03-01,1910,N20,nominal,2.0NRT,299.65,9.45,D
31.98207,-89.24299,332.49,0.42,0.37,2026-03-01,1910,N20,nominal,2.0NRT,299.78,2.12,D
31.95095,-89.47357,333.38,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,300.25,2.61,D
31.95965,-89.4352,331.65,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,300.54,1.36,D
32.61667,-84.212,338.61,0.48,0.48,2026-03-01,1910,N20,nominal,2.0NRT,284.29,5.62,D
32.15177,-88.35809,340.72,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,299.31,5,D
31.81488,-90.88805,331.14,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,298.53,5.03,D
31.82899,-90.9076,331.09,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,299.37,1.7,D
31.96816,-90.10709,338.28,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,301.8,3.2,D
31.9715,-90.10773,347.25,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,315.01,27.46,D
31.97485,-90.10838,350.69,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,303.5,27.46,D
32.34952,-87.23847,341.94,0.5,0.41,2026-03-01,1910,N20,nominal,2.0NRT,299.74,4.78,D
32.09165,-89.41434,327.53,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,283.1,2.23,D
31.91055,-90.76922,332.69,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,302.58,2.39,D
32.32336,-87.85635,344.81,0.47,0.4,2026-03-01,1910,N20,nominal,2.0NRT,298.59,7.17,D
32.16823,-89.08135,332.92,0.42,0.38,2026-03-01,1910,N20,nominal,2.0NRT,287.97,3.53,D
32.32417,-87.85378,327.36,0.47,0.4,2026-03-01,1910,N20,nominal,2.0NRT,297.79,2.17,D
32.32358,-87.85874,330.84,0.47,0.4,2026-03-01,1910,N20,nominal,2.0NRT,297.28,2.11,D
32.09972,-89.8678,332.39,0.4,0.37,2026-03-01,1910,N20,nominal,2.0NRT,295.91,2.44,D
32.63737,-85.84899,330.85,0.39,0.44,2026-03-01,1910,N20,nominal,2.0NRT,294.98,5.53,D
33.15849,-79.85532,345.84,0.44,0.62,2026-03-01,1910,N20,nominal,2.0NRT,296.15,5.86,D
28.91172,-105.74376,348.95,0.68,0.74,2026-03-01,1910,N20,nominal,2.0NRT,306.76,7.02,D
32.69432,-85.54956,339.79,0.41,0.45,2026-03-01,1910,N20,nominal,2.0NRT,297.99,5.08,D
32.69386,-85.55392,328.09,0.41,0.45,2026-03-01,1910,N20,nominal,2.0NRT,296.44,5.08,D
32.33978,-88.60302,331.65,0.44,0.38,2026-03-01,1910,N20,nominal,2.0NRT,299.82,5.07,D
32.3401,-88.60146,332.86,0.44,0.38,2026-03-01,1910,N20,nominal,2.0NRT,299.58,2.77,D
32.69246,-85.55292,341.51,0.41,0.45,2026-03-01,1910,N20,nominal,2.0NRT,299.2,9.61,D
31.92493,-91.67101,333.51,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,295.92,2.15,D
33.15897,-79.85423,341.81,0.44,0.62,2026-03-01,1910,N20,nominal,2.0NRT,294.41,4.27,D
32.32697,-88.92755,335.23,0.43,0.38,2026-03-01,1910,N20,nominal,2.0NRT,301.37,6.19,D
28.91423,-105.74536,347.24,0.68,0.74,2026-03-01,1910,N20,nominal,2.0NRT,306.17,11.25,D
32.7706,-85.44369,327.76,0.41,0.45,2026-03-01,1910,N20,nominal,2.0NRT,294.44,1.76,D
32.8189,-85.05321,326.01,0.44,0.46,2026-03-01,1910,N20,nominal,2.0NRT,291.87,2.37,D
32.82265,-85.05856,325.66,0.44,0.46,2026-03-01,1910,N20,nominal,2.0NRT,291.21,2.37,D
31.19065,-96.30868,344.35,0.53,0.42,2026-03-01,1910,N20,nominal,2.0NRT,303.82,26.34,D
32.71146,-86.33502,327.1,0.56,0.43,2026-03-01,1910,N20,nominal,2.0NRT,297.92,3.15,D
32.71067,-86.33621,325.5,0.56,0.43,2026-03-01,1910,N20,nominal,2.0NRT,297.81,2.44,D
32.47696,-88.93435,345.5,0.43,0.38,2026-03-01,1910,N20,nominal,2.0NRT,296.27,10.45,D
32.94406,-85.04453,326.77,0.44,0.46,2026-03-01,1910,N20,nominal,2.0NRT,292.99,1.76,D
32.49023,-89.14418,339.58,0.42,0.38,2026-03-01,1910,N20,nominal,2.0NRT,275.12,5.88,D
32.6334,-88.3597,352.87,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,297.53,16.14,D
33.49357,-81.16917,367,0.37,0.58,2026-03-01,1910,N20,high,2.0NRT,294.29,9.6,D
33.49329,-81.17316,345.67,0.37,0.58,2026-03-01,1910,N20,nominal,2.0NRT,296.3,8.5,D
32.05007,-93.59566,334.77,0.41,0.37,2026-03-01,1910,N20,nominal,2.0NRT,301.02,2.87,D
32.81491,-88.40178,343.36,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,296.89,49.31,D
33.4961,-81.16953,349.45,0.37,0.58,2026-03-01,1910,N20,nominal,2.0NRT,293.54,7.75,D
33.49585,-81.17352,353.84,0.37,0.58,2026-03-01,1910,N20,nominal,2.0NRT,297.12,9.25,D
32.84111,-88.33739,352.13,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,296.56,10.26,D
32.84051,-88.34222,335.48,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,290,10.26,D
32.85645,-88.61869,334.87,0.44,0.39,2026-03-01,1910,N20,nominal,2.0NRT,286.84,6.88,D
33.06042,-87.63409,352.33,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,288.2,10.46,D
33.0598,-87.63931,333.81,0.49,0.4,2026-03-01,1910,N20,nominal,2.0NRT,291.75,10.46,D
32.95809,-88.52744,334.79,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,300.49,2.93,D
32.96224,-88.52328,334.35,0.45,0.39,2026-03-01,1910,N20,nominal,2.0NRT,301.74,4.79,D
32.94627,-88.9603,334.15,0.43,0.38,2026-03-01,1910,N20,nominal,2.0NRT,300.28,3.17,D
32.4826,-92.37346,330.75,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,297.32,1.41,D
33.74305,-81.02996,326.25,0.38,0.59,2026-03-01,1910,N20,nominal,2.0NRT,294.69,1.86,D
32.56542,-92.56043,337.78,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,299.51,1.95,D
32.53044,-92.90542,332.85,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,300.81,2.24,D
32.57282,-92.68497,333.9,0.39,0.36,2026-03-01,1910,N20,nominal,2.0NRT,299.51,2.19,D
32.71336,-91.831,329.91,0.38,0.36,2026-03-01,1910,N20,nominal,2.0NRT,295.47,2.51,D
33.50646,-85.9752,331.22,0.4,0.44,2026-03-01,1910,N20,nominal,2.0NRT,272.02,3.2,D
33.50648,-85.97458,330.77,0.4,0.44,2026-03-01,1910,N20,nominal,2.0NRT,269.29,3.25,D
33.54921,-85.91981,330,0.4,0.44,2026-03-01,1910,N20,nominal,2.0NRT,277,2.53,D
33.32582,-88.63383,328.1,0.45,0.39,2026-03-01,1912,N20,nominal,2.0NRT,298.36,2.78,D
33.43816,-88.56812,332.49,0.45,0.39,2026-03-01,1912,N20,nominal,2.0NRT,299.9,3.39,D
32.50229,-94.8674,334.35,0.44,0.38,2026-03-01,1912,N20,nominal,2.0NRT,300.48,3.72,D
33.82981,-85.2525,329.3,0.44,0.46,2026-03-01,1912,N20,nominal,2.0NRT,292.55,3.2,D
